significance;uniquename;name;searchname;altname;type;gatewaylink;age;area;canon;illustrator;placeholder
"2";"Whitwell";"Whitwell";"Whitwell";"";"Village";"http://tolkiengateway.net/wiki/Whitwell";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"WildWood";"Wild Wood";"Wild Wood";"";"Forest";"http://tolkiengateway.net/wiki/Wild_Wood";"Third Age";""Middle-earth","EasternLands"";"2";"";""
"2";"Willowbottom";"Willowbottom";"Willowbottom";"";"Village";"http://tolkiengateway.net/wiki/Willowbottom";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"WitheredHeath";"Withered Heath";"Withered Heath";"";"Region";"http://tolkiengateway.net/wiki/Withered_Heath";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"1";"Withywindle";"Withywindle";"Withywindle";"";"River";"http://tolkiengateway.net/wiki/Withywindle";"Third Age";""Middle-earth","Eriador"";"1";"Richard Svensson";""
"2";"Woodhall";"Woodhall";"Woodhall";"";"Village";"http://tolkiengateway.net/wiki/Woodhall";"Third Age";""Middle-earth","The Shire"";"2";"";""
"4";"WoodlandRealm";"Woodland Realm";"Woodland Realm";"";"Region";"http://tolkiengateway.net/wiki/Woodland_Realm";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"WoodsOfOrome";"Woods of Oromë";"Woods of Orome";"";"Forest";"http://tolkiengateway.net/wiki/Woods_of_Orom%C3%AB";"First Age";""Aman","Valinor"";"1";"";""
"2";"WoodyEnd";"Woody End";"Woody End";"";"Region";"http://tolkiengateway.net/wiki/Woody_End";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Yavannamire";"Yavannamírë";"Yavannamire";"";"Tree";"http://tolkiengateway.net/wiki/Yavannam%C3%ADr%C3%AB";"Third Age";""Middle-earth","Númenor"";"2";"";""
"1";"YellowMountains";"Yellow Mountains";"Yellow Mountains";"";"Mountain Range";"http://tolkiengateway.net/wiki/Yellow_Mountains";"Third Age";""Middle-earth","EasternLands"";"2";"";""
