significance;uniquename;name;searchname;altname;location;gender;born;died;gatewaylink;race;illustrator;placeholder
"1";"oropher";"Oropher";"Oropher";"King of the Silvan Elves";"Woodland Realm";"male";"During F.A. or Y.T.,Middle-earth";"S.A. 3434,Battle of Dagorlad";"http://tolkiengateway.net/wiki/Oropher";"Sinda";"";""
"1";"orophin";"Orophin";"Orophin";"";"Lothlórien";"male";"";"";"http://tolkiengateway.net/wiki/Orophin";"Nando";"";""
"4";"osse";"Ossë";"Osse";""Yssion","Gaerys"";"";"male";"";"";"http://tolkiengateway.net/wiki/Oss%C3%AB";"Maia";"";""
"2";"ostoher";"Ostoher";"Ostoher";"King of Gondor";"Gondor";"male";"T.A. 222 ";"T.A. 492 (aged 270)";"http://tolkiengateway.net/wiki/Ostoher";"Gondorian";"Matěj Čadil";""
"2";"othoSackvilleBaggins";"Otho Sackville-Baggins";"Otho Sackville-Baggins";"";"The Shire";"male";"S.R. 1310";"S.R. 1412 (aged 102)";"http://tolkiengateway.net/wiki/Otho_Sackville-Baggins";"Hobbit";"";""
"2";"othrod";"Othrod";"Othrod";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Othrod";"Orc";"";""
"2";"ottoBoffin";"Otto Boffin";"Otto Boffin";"Otto the Fat";"The Shire";"male";"S.R. 1212";"S.R. 1300 (aged 88)";"http://tolkiengateway.net/wiki/Otto_Boffin";"Hobbit";"";""
"2";"paladinTook2";"Paladin Took II";"Paladin Took II";"Thain of the Shire";""Great Smials","Tuckborough"";"male";"S.R. 1333";"S.R. 1434 (aged 101)";"http://tolkiengateway.net/wiki/Paladin_Took_II";"Hobbit";"";""
"2";"pallando";"Pallando";"Pallando";""Ithryn Luin","Alatar","Pallando","Morinehtar","Rómestámo"";"";"male";"";"";"http://tolkiengateway.net/wiki/Blue_Wizards";"Maia";"";""
"2";"pansyBaggins";"Pansy Baggins";"Pansy Baggins";"Pansy Bolger";"The Shire";"female";"S.R. 1212";"";"http://tolkiengateway.net/wiki/Pansy_Baggins";"Hobbit";"";""
"2";"pearlTook";"Pearl Took";"Pearl Took";"";""Great Smials","Tuckborough"";"female";"T.A. 2975";"";"http://tolkiengateway.net/wiki/Pearl_Took";"Hobbit";"";""
"2";"pelendur";"Pelendur";"Pelendur";"Steward of Gondor";"Gondor";"male";"T.A. 1879 ";"T.A. 1998 (aged 119)";"http://tolkiengateway.net/wiki/Pelendur";"Gondorian";"";""
"1";"pengolodh";"Pengolodh";"Pengolodh";"";"Gondolin";"";"";"";"http://tolkiengateway.net/wiki/Pengolodh";"Noldo";"";""
"1";"penlod";"Penlod";"Penlod";"the Tall";"Gondolin";"male";"";"F.A. 510,Gondolin";"http://tolkiengateway.net/wiki/Penlod";"Noldo";"";""
"2";"peonyBaggins";"Peony Baggins";"Peony Baggins";"";"The Shire";"female";"S.R. 1350";"";"http://tolkiengateway.net/wiki/Peony_Baggins";"Hobbit";"";""
"6";"peregrinTook";"Peregrin Took";"Peregrin Took";""Pippin","Ernil i Pheriannath","Thain Peregrin I","Razanur Tûk"";""Great Smials","Tuckborough","Gondor"";"male";"Spring T.A. 2990";"After Fo.A. 63 (aged 95+),Gondor";"http://tolkiengateway.net/wiki/Peregrin_Took";"Hobbit";"Ebe Kastein";""
"2";"pervincaTook";"Pervinca Took";"Pervinca Took";"";""Great Smials","Tuckborough"";"female";"S.R. 1385";"";"http://tolkiengateway.net/wiki/Pervinca_Took";"Hobbit";"";""
"2";"pimpernelTook";"Pimpernel Took";"Pimpernel Took";"";""Great Smials","Tuckborough"";"female";"S.R. 1379";"";"http://tolkiengateway.net/wiki/Pimpernel_Took";"Hobbit";"";""
"2";"pippinGardner";"Pippin Gardner";"Pippin Gardner";"";"Bag End, Hobbiton";"male";"S.R. 1429";"";"http://tolkiengateway.net/wiki/Pippin_Gardner";"Hobbit";"";""
"2";"poloBaggins";"Polo Baggins";"Polo Baggins";"Pola Labingi";"The Shire";"male";"After S.R. 1256";"";"http://tolkiengateway.net/wiki/Polo_Baggins";"Hobbit";"";""
"2";"pontoBaggins1";"Ponto Baggins I";"Ponto Baggins I";"";"The Shire";"male";"S.R. 1216";"S.R. 1311 (aged 95)";"http://tolkiengateway.net/wiki/Ponto_I_Baggins";"Hobbit";"";""
"2";"pontoBaggins2";"Ponto Baggins II";"Ponto Baggins II";"";"Bywater";"male";"S.R. 1346";"";"http://tolkiengateway.net/wiki/Ponto_Baggins_II";"Hobbit";"";""
"2";"poppyChubbBaggins";"Poppy Chubb-Baggins";"Poppy Chubb-Baggins";"";"The Shire";"female";"S.R. 1344";"";"http://tolkiengateway.net/wiki/Poppy_Chubb-Baggins";"Hobbit";"";""
"2";"portoBaggins";"Porto Baggins";"Porto Baggins";"";"The Shire";"male";"S.R. 1348";"";"http://tolkiengateway.net/wiki/Porto_Baggins";"Hobbit";"";""
"2";"poscoBaggins";"Posco Baggins";"Posco Baggins";"";"The Shire";"male";"S.R. 1302";"Before S.R. 1401 ";"http://tolkiengateway.net/wiki/Posco_Baggins";"Hobbit";"";""
"2";"primroseGardner";"Primrose Gardner";"Primrose Gardner";"";""Bag End","Hobbiton"";"female";"S.R. 1435";"";"http://tolkiengateway.net/wiki/Primrose_Gardner";"Hobbit";"";""
"2";"primulaBrandybuck";"Primula Brandybuck";"Primula Brandybuck";"";""Brandy Hall","Buckland"";"female";"S.R. 1320";"S.R. 1380 (aged 60),Brandywine River";"http://tolkiengateway.net/wiki/Primula_Brandybuck";"Hobbit";"";""
"2";"priscaBaggins";"Prisca Baggins";"Prisca Baggins";"";"The Shire";"female";"S.R. 1306";"";"http://tolkiengateway.net/wiki/Prisca_Baggins";"Hobbit";"";""
"1";"quickbeam";"Quickbeam";"Quickbeam";"";"";"";"";"";"http://tolkiengateway.net/wiki/Quickbeam";"Ent";"";""
"7";"radagast";"Radagast";"Radagast";"Aiwendil";"Rhosgobel";"male";"";"";"http://tolkiengateway.net/wiki/Radagast";Maia;"Simona Brunilde Jero";""
"2";"radbug";"Radbug";"Radbug";"";"";"male";"";"14 March, T.A. 3019";"http://tolkiengateway.net/wiki/Radbug";"Orc";"";""
"1";"radhruin";"Radhruin";"Radhruin";"";"";"male";"";"F.A. 460,Tarn Aeluin";"http://tolkiengateway.net/wiki/Radhruin";"Adan";"";""
"2";"ragnor";"Ragnor";"Ragnor";"";"";"male";"";"F.A. 460, Tarn Aeluin";"http://tolkiengateway.net/wiki/Ragnor";"Adan";"";""
"2";"reginardTook";"Reginard Took";"Reginard Took";"";"The Shire";"male";"S.R. 1369";"";"http://tolkiengateway.net/wiki/Reginard_Took";"Hobbit";"";""
"2";"rian";"Rían";"Rian";"";"Ladros";"female";"F.A. 450 ";"F.A. 472 (aged 22),Haudh-en-Nirnaeth";"http://tolkiengateway.net/wiki/R%C3%ADan";"Adan";"Shyangell";""
"2";"rianDaughterOfStewardBarahir";"Rían (daughter of Steward Barahir)";"Rian (daughter of Steward Barahir)";"";"Gondor";"female";"";"c. T.A. 2328 ";"http://tolkiengateway.net/wiki/R%C3%ADan_%28daughter_of_Steward_Barahir%29";"Gondorian";"";""
"4";"roac";"Roäc";"Roac";"";"Erebor";"";"";"";"http://tolkiengateway.net/wiki/Ro%C3%A4c";"Raven";"";""
"2";"robinGardner";"Robin Gardner";"Robin Gardner";"";""Bag End","Hobbiton"";"male";"S.R. 1440";"";"http://tolkiengateway.net/wiki/Robin_Gardner";"Hobbit";"";""
"2";"rog";"Rog";"Rog";"";"Gondolin";"male";"";"";"http://tolkiengateway.net/wiki/Rog";"Noldo";"";""
"1";"romendacil1";"Rómendacil I";"Romendacil I";""Tarostar","King of Gondor"";"Gondor";"male";"T.A. 310 ";"T.A. 541 (aged 231)";"http://tolkiengateway.net/wiki/R%C3%B3mendacil_I";"Gondorian";"Matěj Čadil";""
"1";"romendacil2";"Rómendacil II";"Romendacil II";""Minalcar","King of Gondor"";"Gondor";"male";"T.A. 1126 ";"T.A. 1366 (aged 240)";"http://tolkiengateway.net/wiki/R%C3%B3mendacil_II";"Gondorian";"";""
"2";"rorimacBrandybuck";"Rorimac Brandybuck";"Rorimac Brandybuck";""Goldfather","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1302";"S.R. 1408 (aged 106)";"http://tolkiengateway.net/wiki/Rorimac_Brandybuck";"Hobbit";"";""
"4";"rosaBaggins";"Rosa Baggins";"Rosa Baggins";"";"Great Smials";"female";"S.R. 1256";"";"http://tolkiengateway.net/wiki/Rosa_Baggins";"Hobbit";"";""
"2";"rosamundaTook";"Rosamunda Took";"Rosamunda Took";"Rosamunda Bolger";"The Shire";"female";"S.R. 1339";"";"http://tolkiengateway.net/wiki/Rosamunda_Took";"Hobbit";"";""
"5";"roseCotton";"Rose Cotton";"Rose Cotton";"Rosie";""Bywater","Bag End","Hobbiton"";"female";"T.A. 2984";"Mid-year's Day, Fo.A. 61 (aged 98)";"http://tolkiengateway.net/wiki/Rose_Cotton";"Hobbit";"Ted Nasmith";""
"2";"roseDaughterOfHolman";"Rose (daughter of Holman)";"Rose (daughter of Holman)";"";""Hobbiton","Bywater"";"female";"S.R. 1262";"";"http://tolkiengateway.net/wiki/Rose_%28daughter_of_Holman%29";"Hobbit";"";""
"2";"roseGardner";"Rose Gardner";"Rose Gardner";"Rosie-Lass";""Bag End","Hobbiton"";"female";"S.R. 1425";"";"http://tolkiengateway.net/wiki/Rose_Gardner";"Hobbit";"";""
"2";"rowan";"Rowan";"Rowan";"";""Hobbiton","Tighfield"";"female";"S.R. 1249";"";"http://tolkiengateway.net/wiki/Rowan";"Hobbit";"";""
"2";"rubyBolger";"Ruby Bolger";"Ruby Bolger";"";"The Shire";"female";"S.R. 1264";"";"http://tolkiengateway.net/wiki/Ruby_Bolger";"Hobbit";"";""
"2";"rubyGardner";"Ruby Gardner";"Ruby Gardner";"";""Bag End","Hobbiton"";"female";"S.R. 1438";"";"http://tolkiengateway.net/wiki/Ruby_Gardner";"Hobbit";"";""
"2";"rudibertBolger";"Rudibert Bolger";"Rudibert Bolger";"";"Budgeford";"male";"S.R. 1260";"";"http://tolkiengateway.net/wiki/Rudibert_Bolger";"Hobbit";"";""
"2";"rudigarBolger";"Rudigar Bolger";"Rudigar Bolger";"";"The Shire";"male";"S.R. 1255";"S.R. 1348 (aged 93)";"http://tolkiengateway.net/wiki/Rudigar_Bolger";"Hobbit";"";""
"2";"rudolphBolger";"Rudolph Bolger";"Rudolph Bolger";"";"Budgeford";"male";"S.R. 1178";"";"http://tolkiengateway.net/wiki/Rudolph_Bolger";"Hobbit";"";""
"2";"rufusBurrows";"Rufus Burrows";"Rufus Burrows";"";"Hobbiton";"male";"";"after S.R. 1401";"http://tolkiengateway.net/wiki/Rufus_Burrows";"Hobbit";"";""
"2";"rumilLorien";"Rúmil (elf of Lórien)";"Rumil (elf of Lorien)";"";"Lothlórien";"male";"";"";"http://tolkiengateway.net/wiki/R%C3%BAmil_%28elf_of_L%C3%B3rien%29";"Nando";"Ebe Kastein";""
"1";"rumilTirion";"Rúmil (elf of Tirion)";"Rumil (elf of Tirion)";"Elf-sage of Valinor";""Tirion","Valinor"";"male";"";"";"http://tolkiengateway.net/wiki/R%C3%BAmil_%28elf_of_Tirion%29";"Noldo";"";""
"2";"sadocBrandybuck";"Sadoc Brandybuck";"Sadoc Brandybuck";"";"Buckland";"male";"S.R. 1179";"";"http://tolkiengateway.net/wiki/Sadoc_Brandybuck";"Hobbit";"";""
"2";"saeros";"Saeros";"Saeros";"Orgol";"Doriath";"male";"";"F.A. 484, Tributary of Esgalduin";"http://tolkiengateway.net/wiki/Saeros";"Nando";"Ted Nasmith";""
"1";"salgant";"Salgant";"Salgant";"";"Gondolin";"male";"";"";"http://tolkiengateway.net/wiki/Salgant";"Noldo";"";""
"1";"salmar";"Salmar";"Salmar";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Salmar";"Maia";"";""
"2";"salviaBrandybuck";"Salvia Brandybuck";"Salvia Brandybuck";"Salvia Bolger";""Buckland","Budgeford"";"female";"S.R. 1226";"";"http://tolkiengateway.net/wiki/Salvia_Brandybuck";"Hobbit";"";""
"6";"samwiseGamgee";"Samwise Gamgee";"Samwise Gamgee";""Banazîr","Mayor of Michel Delving"";""3 Bagshot Row","Hobbiton","Bag End","Hobbiton"";"male";"6 April T.A. 2980,The Shire";"After Fo.A. 61 (aged 102),Grey Havens";"http://tolkiengateway.net/wiki/Samwise_Gamgee";"Hobbit";"Lorraine Brevig";""
"2";"sanchoProudfoot";"Sancho Proudfoot";"Sancho Proudfoot";"";"The Shire";"male";"T.A. 2990";"";"http://tolkiengateway.net/wiki/Sancho_Proudfoot";"Hobbit";"";""
"1";"sangahyando";"Sangahyando";"Sangahyando";"";"Gondor";"male";"";"";"http://tolkiengateway.net/wiki/Sangahyando";"Gondorian";"";""
"2";"sapphiraBrockhouse";"Sapphira Brockhouse";"Sapphira Brockhouse";"Sapphira Boffin";"The Yale";"female";"c. S.R. 1257";"";"http://tolkiengateway.net/wiki/Sapphira_Brockhouse";"Hobbit";"";""
"2";"saradasBrandybuck";"Saradas Brandybuck";"Saradas Brandybuck";"";"The Shire";"male";"S.R. 1308";"S.R. 1407 (aged 99)";"http://tolkiengateway.net/wiki/Saradas_Brandybuck";"Hobbit";"";""
"2";"saradocBrandybuck";"Saradoc Brandybuck";"Saradoc Brandybuck";""Scattergold","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1340";"S.R. 1432 (aged 92)";"http://tolkiengateway.net/wiki/Saradoc_Brandybuck";"Hobbit";"";""
"8";"saruman";"Saruman";"Saruman";""Curumo","Curunír","the White","Ring-maker","Of many colours","Sharkey"";""Orthanc","Isengard"";"male";"";"3 November T.A. 3019 ";"http://tolkiengateway.net/wiki/Saruman";"Maia";"Leone Fabio";""
"8";"sauron";"Sauron";"Sauron";""Annatar","The Dark Lord","Lord Of Earth","Gorthaur the Cruel","Mairon","Necromancer","The Shadow","The Enemy","The Terrible"";""Tol-in-Gaurhoth (Tol Sirion)","Dol Guldur","Mordor"";"male";"";"25 March, T.A. 3019";"http://tolkiengateway.net/wiki/Sauron";"Maia";"Olanda Fong-Surdenas";""
"3";"scatha";"Scatha";"Scatha";"The Worm";"Grey Mountains";"";"";" T.A. 2000";"http://tolkiengateway.net/wiki/Scatha";"Dragon";"";""
"2";"seredicBrandybuck";"Seredic Brandybuck";"Seredic Brandybuck";"";"Buckland";"male";"S.R. 1348";"";"http://tolkiengateway.net/wiki/Seredic_Brandybuck";"Hobbit";"";""
"5";"shadowfax";"Shadowfax";"Shadowfax";"";"";"";"";"";"http://tolkiengateway.net/wiki/Shadowfax";"Horse";"Ted Nasmith";""
"1";"shagrat";"Shagrat";"Shagrat";"";"";"male";"";"March 17, T.A. 3019";"http://tolkiengateway.net/wiki/Shagrat";"Orc";"";""
"7";"shelob";"Shelob";"Shelob";""Kankra","Her Ladyship"";""Nan Dungortheb (First Age)","Cirith Ungol (Second Age onwards)"";"female";"F.A.";"";"http://tolkiengateway.net/wiki/Shelob";"Spider";"Ted Nasmith";""
"2";"sigismondTook";"Sigismond Took";"Sigismond Took";"";"the Shire";"male";"S.R. 1290";"S.R. 1391 (aged 101)";"http://tolkiengateway.net/wiki/Sigismond_Took";"Hobbit";"";""
"2";"silmarien";"Silmariën";"Silmarien";"";"Númenor";"female";"S.A. 521";"";"http://tolkiengateway.net/wiki/Silmarien";"Númenórean";"Shyangell";""
"4";"silmo";"Silmo";"Silmo";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Silmo";"Ainu";"";""
"2";"siriondilKingOfGondor";"Siriondil (King of Gondor)";"Siriondil (King of Gondor)";"King of Gondor";"Gondor";"male";"T.A. 570";"T.A. 830 (aged 260)";"http://tolkiengateway.net/wiki/Siriondil_%28King_of_Gondor%29";"Gondorian";"Matěj Čadil";""
"1";"siriondilSonOfCalimmacil";"Siriondil (son of Calimmacil)";"Siriondil (son of Calimmacil)";"";"Gondor";"male";"Before T.A. 1883 ";"Before or around T.A. 1944";"http://tolkiengateway.net/wiki/Siriondil_%28son_of_Calimmacil%29";"Gondorian";"";""
"1";"skinbark";"Skinbark";"Skinbark";"Fladrif";"Fangorn";"";"";"";"http://tolkiengateway.net/wiki/Skinbark";"Ent";"";""
"7";"smaug";"Smaug";"Smaug";""Smaug the Golden","Lord Smaug the Impenetrable"";"Erebor";"";"";"T.A. 2941";"http://tolkiengateway.net/wiki/Smaug";"Dragon";"Ted Nasmith";""
"3";"snaga";"Snaga";"Snaga";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Snaga";"Orc";"";""
"2";"soronto";"Soronto";"Soronto";"";"Númenor";"male";"S.A. 799 ";"";"http://tolkiengateway.net/wiki/Soronto";"Númenórean";"";""
"2";"tantaHornblower";"Tanta Hornblower";"Tanta Hornblower";"Tanta Baggins";"The Shire";"female";"c. S.R. 1220";"";"http://tolkiengateway.net/wiki/Tanta_Hornblower";"Hobbit";"";""
"2";"tata";"Tata";"Tata";"";"Cuiviénen";"male";"";"";"http://tolkiengateway.net/wiki/Tata";"Elf";"";""
"2";"tatie";"Tatië";"Tatie";"";"Cuiviénen";"female";"";"";"http://tolkiengateway.net/wiki/Tati%C3%AB";"Elf";"";""
"1";"tar-alcarin";"Tar-Alcarin";"Tar-Alcarin";"King of Númenor";"Númenor";"male";"S.A. 2406 ";"S.A. 2737 (aged 331)";"http://tolkiengateway.net/wiki/Tar-Alcarin";"Númenórean";"";""
"1";"tar-aldarion";"Tar-Aldarion";"Tar-Aldarion";""Anardil","Anardilya"";"Númenor";"male";"S.A. 700,Forostar";"S.A. 1098 (aged 398)";"http://tolkiengateway.net/wiki/Tar-Aldarion";"Númenórean";"";""
"1";"tar-amandil";"Tar-Amandil";"Tar-Amandil";""Ar-Aphanuzîr","King of Númenor"";"Númenor";"male";"S.A. 192 ";"S.A. 603 (aged 411)";"http://tolkiengateway.net/wiki/Tar-Amandil";"Númenórean";"";""
"1";"tar-anarion";"Tar-Anárion";"Tar-Anárion";"King of Númenor";"Númenor";"male";"S.A. 1003,Emerië";"S.A. 1404 (aged 401 years)";"http://tolkiengateway.net/wiki/Tar-An%C3%A1rion";"Númenórean";"";""
"2";"tar-ancalime";"Tar-Ancalimë";"Tar-Ancalime";""Emerwen Aranel","Ruling Queen of Númenor"";"Númenor";"female";"S.A. 873,Armenelos";"S.A. 1285 (aged 412)";"http://tolkiengateway.net/wiki/Tar-Ancalim%C3%AB";"Númenórean";"Shyangell";""
"1";"tar-ancalimon";"Tar-Ancalimon";"Tar-Ancalimon";"King of Númenor";"Númenor";"male";"S.A. 1986 ";"S.A. 2386 (aged 400)";"http://tolkiengateway.net/wiki/Tar-Ancalimon";"Númenórean";"";""
"1";"tar-anducal";"Tar-Anducal";"Tar-Anducal";""Herucalmo","King of Númenor"";"Númenor";"male";"S.A. 2286 ";"S.A. 2657 (aged 371)";"http://tolkiengateway.net/wiki/Tar-Anducal";"Númenórean";"";""
"1";"tar-ardamin";"Tar-Ardamin";"Tar-Ardamin";""Ar-Abattârik","King of Númenor"";"Númenor";"male";"S.A. 2618 ";"S.A. 2899 (aged 281)";"http://tolkiengateway.net/wiki/Tar-Ardamin";"Númenórean";"";""
"2";"tar-atanamir";"Tar-Atanamir";"Tar-Atanamir";""The Great","The Unwilling",King of Númenor";"Númenor";"male";"S.A. 1800 ";"S.A. 2221 (aged 421)";"http://tolkiengateway.net/wiki/Tar-Atanamir";"Númenórean";"";""
"2";"tar-calmacil";"Tar-Calmacil";"Tar-Calmacil";""Ar-Belzagar","King of Númenor"";"Númenor";"male";"S.A. 2516 ";"S.A. 2825 (aged 309)";"http://tolkiengateway.net/wiki/Tar-Calmacil";"Númenórean";"";""
"2";"tar-ciryatan";"Tar-Ciryatan";"Tar-Ciryatan";""Ar-Balkumagân","King of Númenor"";"Númenor";"male";"S.A. 1634 ";"S.A. 2035(aged 401)";"http://tolkiengateway.net/wiki/Tar-Ciryatan";"Númenórean";"";""
"2";"tar-elendil";"Tar-Elendil";"Tar-Elendil";""Parmaitë","King of Númenor"";"Númenor";"male";"S.A. 350,Númenor";"S.A. 751 (aged 401),Númenor ";"http://tolkiengateway.net/wiki/Tar-Elendil";"Númenórean";"";""
"2";"tar-meneldur";"Tar-Meneldur";"Tar-Meneldur";""Írimon","Elentirmo","King of Númenor"";"Númenor";"male";"S.A. 543 ";"S.A. 942 (aged 399)";"http://tolkiengateway.net/wiki/Tar-Meneldur";"Númenórean";"Šárka Škorpíková";""
"2";"tar-minastir";"Tar-Minastir";"Tar-Minastir";"King of Númenor";"Númenor";"male";"S.A. 1474";"S.A. 1873 (aged 399)";"http://tolkiengateway.net/wiki/Tar-Minastir";"Númenórean";"";""
"2";"tar-miriel";"Tar-Míriel";"Tar-Miriel";""Ar-Zimraphel","Queen of Númenor"";"Númenor";"female";"S.A. 3117 ";"S.A. 3319 (aged 202 years),Slopes of Meneltarma";"http://tolkiengateway.net/wiki/Tar-M%C3%ADriel";"Númenórean";"Ted Nasmith";""
"2";"tar-palantir";"Tar-Palantir";"Tar-Palantir";""Inziladûn","the Farsighted","King of Númenor"";"Númenor";"male";"S.A. 3035 ";"S.A. 3255 (aged 220)";"http://tolkiengateway.net/wiki/Tar-Palantir";"Númenórean";"";""
"2";"tar-surion";"Tar-Súrion";"Tar-Surion";"King of Númenor";"Númenor";"male";"S.A. 1174 ";"S.A. 1574 (aged 400)";"http://tolkiengateway.net/wiki/Tar-S%C3%BArion";"Númenórean";"";""
"1";"tar-telemmaite";"Tar-Telemmaitë";"Tar-Telemmaite";"King of Númenor";"Númenor";"male";"S.A. 2136 ";"S.A. 2526 (aged 390)";"http://tolkiengateway.net/wiki/Tar-Telemmait%C3%AB";"Númenórean";"";""
"1";"tar-telperien";"Tar-Telperiën";"Tar-Telperien";"Ruling Queen of Númenor";"Númenor";"female";"S.A. 1320 ";"S.A. 1731 (aged 411)";"http://tolkiengateway.net/wiki/Tar-Telperi%C3%ABn";"Númenórean";"Shyangell";""
"1";"tar-vanimelde";"Tar-Vanimeldë";"Tar-Vanimelde";"Ruling Queen of Númenor";"Númenor";"female";"S.A. 2277 ";"S.A. 2637 (aged 360)";"http://tolkiengateway.net/wiki/Tar-Vanimeld%C3%AB";"Númenórean";"Shyangell";""
"2";"tar-vardamir";"Tar-Vardamir";"Tar-Vardamir";""Nólimon","King of Númenor"";"Númenor";"male";"S.A. 61,Númenor";"S.A. 471 (aged 410),Númenor ";"http://tolkiengateway.net/wiki/Vardamir_N%C3%B3limon";"Númenórean";"";""
"1";"tarannon";"Tarannon Falastur";"Tarannon Falastur";""Falastur","King of Gondor"";"Gondor";"male";"T.A. 654 ";"T.A. 913 (aged 259)";"http://tolkiengateway.net/wiki/Tarannon_Falastur";"Gondorian";"Matěj Čadil";""
"2";"tarcil";"Tarcil";"Tarcil";"King of Arnor";"";"male";"T.A. 280 ";"T.A. 515 (aged 235)";"http://tolkiengateway.net/wiki/Tarcil";"Arnorian";"";""
"2";"tarciryan";"Tarciryan";"Tarciryan";"";"Gondor";"male";"After T.A. 654 ";"Before T.A. 913 (aged <259)";"http://tolkiengateway.net/wiki/Tarciryan";"Gondorian";"";""
"4";"targon";"Targon";"Targon";"";"Gondor";"male";"Late Third Age";"";"http://tolkiengateway.net/wiki/Targon";"Gondorian";"";""
"2";"tarondorKingOfArnor";"Tarondor (King of Arnor)";"Tarondor (King of Arnor)";"King of Arnor";"";"male";"T.A. 372 ";"T.A. 602 (aged 230)";"http://tolkiengateway.net/wiki/Tarondor_%28King_of_Arnor%29";"Arnorian";"";""
"2";"tarondorKingOfGondor";"Tarondor (King of Gondor)";"Tarondor (King of Gondor)";"King of Gondor";"Gondor";"male";"T.A. 1577 ";"T.A. 1798 (aged 221)";"http://tolkiengateway.net/wiki/Tarondor_%28King_of_Gondor%29";"Gondorian";"";""
"1";"telchar";"Telchar";"Telchar";"";"Blue Mountains";"male";"First Age";"";"http://tolkiengateway.net/wiki/Telchar";"Dwarf";"";""
"2";"telemnar";"Telemnar";"Telemnar";"King of Gondor";"Gondor";"male";"T.A. 1516 ";"T.A. 1636 (aged 120),During Great Plague";"http://tolkiengateway.net/wiki/Telemnar";"Gondorian";"";""
"2";"telimektar";"Telimektar";"Telimektar";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Telimektar";"Vala";"";""
"4";"telperion";"Telperion";"Telperion";"White Tree";"";"";"";"";"http://tolkiengateway.net/wiki/Telperion";"Tree";"Ralph Damiani";""
"2";"telumehtarUmbardacil";"Telumehtar Umbardacil";"Telumehtar Umbardacil";""Umbardacil","King of Gondor"";"Gondor";"male";"T.A. 1632 ";"T.A. 1850 (aged 218)";"http://tolkiengateway.net/wiki/Telumehtar_Umbardacil";"Gondorian";"";""
"5";"tilion";"Tilion";"Tilion";"";"The Moon";"male";"";"";"http://tolkiengateway.net/wiki/Tilion";"Maia";"";""
"2";"tindomiel";"Tindómiel";"Tindomiel";"";"Númenor";"female";"After S.A. 61,Númenor";"";"http://tolkiengateway.net/wiki/Tind%C3%B3miel";"Númenórean";"";""
"4";"thengel";"Thengel";"Thengel";""Thengel The Thrice-renowned","King of Rohan"";"Rohan";"male";"T.A. 2905 ";"T.A. 2980 (aged 75)";"http://tolkiengateway.net/wiki/Thengel";"Rohir";"";""
"2";"theobaldBolger";"Theobald Bolger";"Theobald Bolger";"";"Budgeford";"male";"S.R. 1261";"";"http://tolkiengateway.net/wiki/Theobald_Bolger";"Hobbit";"";""
"6";"theoden";"Théoden";"Theoden";""Ednew","Horsemaster","King of Rohan"";"Rohan";"male";"T.A. 2948,Gondor";"15 March T.A. 3019 (aged 70),Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Th%C3%A9oden";"Rohir";"Anna Kulisz";""
"4";"theodred";"Théodred";"Theodred";"";"Rohan";"male";"T.A. 2978 ";"25 February T.A. 3019 (aged 40),First Battle of the Fords of Isen";"http://tolkiengateway.net/wiki/Th%C3%A9odred";"Rohir";"";""
"3";"theodwyn";"Théodwyn";"Theodwyn";"";"Rohan";"female";"T.A. 2963 ";"T.A. 3002 (aged 39)";"http://tolkiengateway.net/wiki/Th%C3%A9odwyn";"Rohir";"";""
"5";"thingol";"Thingol";"Thingol";""Elwë","Elu","Singollo","King Greymantle","The Hidden King"";"Doriath";"male";"Y.T. 1050 or later,Cuiviénen";"F.A. 502 (aged c. 4814)Menegroth, Doriath";"http://tolkiengateway.net/wiki/Thingol";"Sinda";"Alaïs";""
"2";"thingolmelian";"Thingol and Melian";"Thingol and Melian";"";"";"";"";"";"";"";"Alaïs";""
"3";"thorin1";"Thorin I";"Thorin I";"King of Durin's Folk";""Lonely Mountain","Grey Mountains"";"male";"T.A. 2035 Lonely Mountain";"T.A. 2289 (aged 254) Grey Mountains";"http://tolkiengateway.net/wiki/Thorin_I";"Dwarf";"";""
"6";"thorin2";"Thorin Oakenshield";"Thorin Oakenshield";"Thorin II";""King of Durin's Folk","King under the Mountain"";"male";"T.A. 2746 Lonely Mountain";"T.A. 2941 (aged 195) Battle of Five Armies";"http://tolkiengateway.net/wiki/Thorin";"Dwarf";"Francesco Amadio";""
"3";"thorin3";"Thorin Stonehelm";"Thorin Stonehelm";"";""King of Durin's Folk","King under the Mountain"";"male";"T.A. 2866 Iron Hills";"";"http://tolkiengateway.net/wiki/Thorin_Stonehelm";"Dwarf";"";""
"2";"thorondir";"Thorondir";"Thorondir";"Ruling Steward";"Gondor";"male";"T.A. 2782 ";"T.A. 2882 (aged 100)";"http://tolkiengateway.net/wiki/Thorondir";"Gondorian";"";""
